Country, Variable, Unit, Symbol,"""2020""",
Mozambique, Industrial water withdrawal as % of total water withdrawal, %, I,1.7,
Mozambique, Industry, value added to GDP, current US$, X,2646015134
Mozambique, Irrigation water requirement,10^9 m3/year, I,0.18,
Mozambique, Irrigation water withdrawal,10^9 m3/year, I,1,
Mozambique,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,0.68,
Mozambique, Municipal water withdrawal,10^9 m3/year, I,0.37,
Mozambique, Municipal water withdrawal as % of total withdrawal, %, I,25.25,
Mozambique,Number of people undernourished (3-year average),1000 inhab, X,9500,
Mozambique, Permanent crops area,1000 ha, X,300,
Mozambique, Population density,inhab/km2, E,39.1,
Mozambique,Prevalence of undernourishment (3-year average), %, X,31.2,
Mozambique, Rural population,1000 inhab, X,20330.76,
Mozambique,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,135.49,
Mozambique,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.06,
Mozambique,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,21.44,
Mozambique,SDG 6.4.1. Water Use Efficiency,US$/m3, I,7.76,
Mozambique,SDG 6.4.2. Water Stress, %, E,1.75,
Mozambique, Services, value added to GDP, current US$, X,6229075395
Mozambique, Total area of the country (excl. coastal water),1000 ha, E,79938,
Mozambique, Total freshwater withdrawal,10^9 m3/year, I,1.47,
Mozambique, Total population,1000 inhab, X,31255.44,
Mozambique, Total water withdrawal,10^9 m3/year, I,1.47,
Mozambique, Total water withdrawal per capita,m3/inhab/year, E,47.13,
Mozambique, Treated municipal wastewater,10^9 m3/year, I, ,
Mozambique, Urban population,1000 inhab, X,11978.44,
Mozambique, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.07,
Nepal, % of agricultural GVA produced by irrigated agriculture, %, I,90.92,
Nepal, % of total country area cultivated, %, E,15.8,
Nepal, Agricultural water withdrawal,10^9 m3/year, I,9.32,
Nepal, Agricultural water withdrawal as % of total renewable water resources, %, I,4.43,
Nepal, Agricultural water withdrawal as % of total water withdrawal, %, E,98.14,
Nepal, Agriculture, value added (% GDP), %, X,23.13
Nepal, Agriculture, value added to GDP, current US$, X,7650028537
Nepal, Arable land area,1000 ha, X,2113.7,
Nepal, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,2.01,
Nepal, Cultivated area (arable land + permanent crops),1000 ha, X,2325.7,
Nepal, Environmental Flow Requirements,10^9 m3/year, I,95.94,
Nepal,GDP Deflator (2015), , X,113.62,
Nepal, GDP per capita, current US$/inhab, X,1135.29,
Nepal,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.49,
Nepal, Gross Domestic Product (GDP), current US$, X,33078667233,
Nepal,Human Development Index (HDI) [highest = 1], , I,0.58,
Nepal, Industrial water withdrawal,10^9 m3/year, I,0.03,
Nepal, Industrial water withdrawal as % of total water withdrawal, %, E,0.31,
Nepal, Industry, value added to GDP, current US$, X,3372894378
Nepal, Irrigation water requirement,10^9 m3/year, I,5.43,
Nepal, Irrigation water withdrawal,10^9 m3/year, I,9.32,
Nepal,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,4.52,
Nepal, Municipal water withdrawal,10^9 m3/year, I,0.15,
Nepal, Municipal water withdrawal as % of total withdrawal, %, E,1.55,
Nepal,Number of people undernourished (3-year average),1000 inhab, X,1400,
Nepal, Permanent crops area,1000 ha, X,212,
Nepal, Population density,inhab/km2, E,197.97,
Nepal,Prevalence of undernourishment (3-year average), %, X,4.8,
Nepal, Rural population,1000 inhab, X,24034.01,
Nepal,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,100.63,
Nepal,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.66,
Nepal,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,108.31,
Nepal,SDG 6.4.1. Water Use Efficiency,US$/m3, I,2.64,
Nepal,SDG 6.4.2. Water Stress, %, E,8.31,
Nepal, Services, value added to GDP, current US$, X,18164066397
Nepal, Total area of the country (excl. coastal water),1000 ha, E,14718,
Nepal, Total freshwater withdrawal,10^9 m3/year, E,9.5,
Nepal, Total population,1000 inhab, X,29136.81,
Nepal, Total water withdrawal,10^9 m3/year, E,9.5,
Nepal, Total water withdrawal per capita,m3/inhab/year, E,325.95,
Nepal, Treated municipal wastewater,10^9 m3/year, I,0.01,
Nepal, Urban population,1000 inhab, X,6226.23,
Nicaragua, % of agricultural GVA produced by irrigated agriculture, %, E,7.81,
Nicaragua, % of total country area cultivated, %, E,13.73,
Nicaragua, Agricultural water withdrawal,10^9 m3/year, I,1.08,
Nicaragua, Agricultural water withdrawal as % of total renewable water resources, %, E,0.66,
Nicaragua, Agricultural water withdrawal as % of total water withdrawal, %, E,85.04,
Nicaragua, Agriculture, value added (% GDP), %, X,15.77
Nicaragua, Agriculture, value added to GDP, current US$, X,1990843744
Nicaragua, Arable land area,1000 ha, X,1504,
Nicaragua, Collected municipal wastewater,10^9 m3/year, I,0.18,
Nicaragua, Cultivated area (arable land + permanent crops),1000 ha, X,1790,
Nicaragua, Desalinated water produced,10^9 m3/year, I, ,
Nicaragua, Direct use of treated municipal wastewater,10^9 m3/year, I, ,
Nicaragua, Environmental Flow Requirements,10^9 m3/year, I,107.2,
Nicaragua,GDP Deflator (2015), , X,99.11,
Nicaragua, GDP per capita, current US$/inhab, X,1905.26,
Nicaragua,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.45,
Nicaragua, Gross Domestic Product (GDP), current US$, X,12621465938,
Nicaragua,Human Development Index (HDI) [highest = 1], , I,0.65,
Nicaragua, Industrial water withdrawal,10^9 m3/year, I, ,
Nicaragua, Industrial water withdrawal as % of total water withdrawal, %, I,0.05,
Nicaragua, Industry, value added to GDP, current US$, X,2753640443
Nicaragua, Irrigation water requirement,10^9 m3/year, I,0.51,
Nicaragua, Irrigation water withdrawal,10^9 m3/year, I,1.31,
Nicaragua,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,0.77,
Nicaragua, Municipal water withdrawal,10^9 m3/year, I,0.19,
Nicaragua, Municipal water withdrawal as % of total withdrawal, %, E,14.91,
Nicaragua, Not treated municipal wastewater,10^9 m3/year, I,0.19,
Nicaragua, Number of municipal wastewater treatment facilities, , I,356,
Nicaragua,Number of people undernourished (3-year average),1000 inhab, X,1100,
Nicaragua, Permanent crops area,1000 ha, X,286,
Nicaragua, Population density,inhab/km2, E,50.81,
Nicaragua,Prevalence of undernourishment (3-year average), %, X,17.5,
Nicaragua, Produced municipal wastewater,10^9 m3/year, I,0.3,
Nicaragua, Rural population,1000 inhab, X,2630.05,
Nicaragua,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,4481.2,
Nicaragua,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.14,
Nicaragua,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,35.25,
Nicaragua,SDG 6.4.1. Water Use Efficiency,US$/m3, I,7.56,
Nicaragua,SDG 6.4.2. Water Stress, %, E,2.22,
Nicaragua, Services, value added to GDP, current US$, X,6637646656
Nicaragua, Total area of the country (excl. coastal water),1000 ha, E,13037,
Nicaragua, Total freshwater withdrawal,10^9 m3/year, E,1.27,
Nicaragua, Total population,1000 inhab, X,6624.55,
Nicaragua, Total water withdrawal,10^9 m3/year, E,1.27,
Nicaragua, Total water withdrawal per capita,m3/inhab/year, E,192.41,
Nicaragua, Treated municipal wastewater,10^9 m3/year, I,0.11,
Nicaragua, Treated municipal wastewater discharged (secondary water),10^9 m3/year, I,0.01,
Nicaragua, Urban population,1000 inhab, X,3786.51,
Nicaragua, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.07,
Niger, % of agricultural GVA produced by irrigated agriculture, %, E,0.17,
Niger, % of total country area cultivated, %, E,14.06,
Niger, Agricultural water withdrawal,10^9 m3/year, I,2.35,
Niger, Agricultural water withdrawal as % of total renewable water resources, %, E,6.91,
Niger, Agricultural water withdrawal as % of total water withdrawal, %, I,91.02,
Niger, Agriculture, value added (% GDP), %, X,38.38
Niger, Agriculture, value added to GDP, current US$, X,5274590332
Niger, Arable land area,1000 ha, X,17700,
Niger, Cultivated area (arable land + permanent crops),1000 ha, X,17815,
Niger, Environmental Flow Requirements,10^9 m3/year, I,10.61,
Niger, Fresh groundwater withdrawal,10^9 m3/year, I,2.38,
Niger, Fresh surface water withdrawal,10^9 m3/year, I,0.21,
Niger,GDP Deflator (2015), , X,108.72,
Niger, GDP per capita, current US$/inhab, X,567.67,
Niger,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.71,
Niger, Gross Domestic Product (GDP), current US$, X,13741378260,
Niger,Human Development Index (HDI) [highest = 1], , I,0.38,
Niger, Industrial water withdrawal,10^9 m3/year, I,0.04,
Niger, Industrial water withdrawal as % of total water withdrawal, %, I,1.5,
Niger, Industry, value added to GDP, current US$, X,2543018828
Niger, Irrigation water requirement,10^9 m3/year, I,0.2,
Niger, Irrigation water withdrawal,10^9 m3/year, I,1.37,
Niger,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,7.59,
Niger, Municipal water withdrawal,10^9 m3/year, I,0.19,
Niger, Municipal water withdrawal as % of total withdrawal, %, I,7.48,
Niger,Number of people undernourished (3-year average),1000 inhab, X,3100,
Niger, Permanent crops area,1000 ha, X,115,
Niger, Population density,inhab/km2, E,19.11,
Niger,Prevalence of undernourishment (3-year average), %, X,13.3,
Niger, Produced municipal wastewater,10^9 m3/year, I,0.04,
Niger, Rural population,1000 inhab, X,20072.06,
Niger,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,60.52,
Niger,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E, ,
Niger,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,24.74,
Niger,SDG 6.4.1. Water Use Efficiency,US$/m3, E,2.76,
Niger,SDG 6.4.2. Water Stress, %, E,11.02,
Niger, Services, value added to GDP, current US$, X,5196781798
Niger, Total area of the country (excl. coastal water),1000 ha, E,126700,
Niger, Total freshwater withdrawal,10^9 m3/year, I,2.58,
Niger, Total population,1000 inhab, X,24206.64,
Niger, Total water withdrawal,10^9 m3/year, I,2.58,
Niger, Total water withdrawal per capita,m3/inhab/year, E,106.72,
Niger, Urban population,1000 inhab, X,4002.64,
Niger, Water withdrawal for aquaculture,10^9 m3/year, I, ,
Niger, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.17,
Rwanda, % of agricultural GVA produced by irrigated agriculture, %, E,5.4,
Rwanda, % of total country area cultivated, %, E,53.22,
Rwanda, Agricultural water withdrawal,10^9 m3/year, I,0.36,
Rwanda, Agricultural water withdrawal as % of total renewable water resources, %, E,2.71,
Rwanda, Agricultural water withdrawal as % of total water withdrawal, %, E,60,
Rwanda, Agriculture, value added (% GDP), %, X,26.26
Rwanda, Agriculture, value added to GDP, current US$, X,2712879840
Rwanda, Arable land area,1000 ha, X,1151.7,
Rwanda, Cultivated area (arable land + permanent crops),1000 ha, X,1401.7,
Rwanda, Environmental Flow Requirements,10^9 m3/year, I,10.28,
Rwanda, Fresh groundwater withdrawal,10^9 m3/year, I,0.12,
Rwanda, Fresh surface water withdrawal,10^9 m3/year, I,0.49,
Rwanda,GDP Deflator (2015), , X,95.75,
Rwanda, GDP per capita, current US$/inhab, X,797.71,
Rwanda,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.4,
Rwanda, Gross Domestic Product (GDP), current US$, X,10332054286,
Rwanda,Human Development Index (HDI) [highest = 1], , I,0.54,
Rwanda, Industrial water withdrawal,10^9 m3/year, I,0.01,
Rwanda, Industrial water withdrawal as % of total water withdrawal, %, E,1.67,
Rwanda, Industry, value added to GDP, current US$, X,1832969614
Rwanda, Irrigation water requirement,10^9 m3/year, I,0.03,
Rwanda, Irrigation water withdrawal,10^9 m3/year, I,0.36,
Rwanda,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,4.59,
Rwanda, Municipal water withdrawal,10^9 m3/year, I,0.23,
Rwanda, Municipal water withdrawal as % of total withdrawal, %, E,38.33,
Rwanda,Number of people undernourished (3-year average),1000 inhab, X,4400,
Rwanda, Permanent crops area,1000 ha, X,250,
Rwanda, Population density,inhab/km2, E,491.73,
Rwanda,Prevalence of undernourishment (3-year average), %, X,35.2,
Rwanda, Rural population,1000 inhab, X,10805.84,
Rwanda,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,191.44,
Rwanda,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.43,
Rwanda,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,22.52,
Rwanda,SDG 6.4.1. Water Use Efficiency,US$/m3, I,12.08,
Rwanda,SDG 6.4.2. Water Stress, %, E,20.2,
Rwanda, Services, value added to GDP, current US$, X,4959301247
Rwanda, Total area of the country (excl. coastal water),1000 ha, E,2634,
Rwanda, Total freshwater withdrawal,10^9 m3/year, I,0.61,
Rwanda, Total population,1000 inhab, X,12952.22,
Rwanda, Total water withdrawal,10^9 m3/year, E,0.6,
Rwanda, Total water withdrawal per capita,m3/inhab/year, E,46.32,
Rwanda, Urban population,1000 inhab, X,2281.33,
Rwanda, Water withdrawal for aquaculture,10^9 m3/year, I, ,
Sao Tome and Principe, % of agricultural GVA produced by irrigated agriculture, %, E,18.96,
Sao Tome and Principe, % of total country area cultivated, %, E,44.79,
Sao Tome and Principe, Agricultural water withdrawal,10^9 m3/year, I,0.03,
Sao Tome and Principe, Agricultural water withdrawal as % of total renewable water resources, %, I,1.17,
Sao Tome and Principe, Agricultural water withdrawal as % of total water withdrawal, %, I,62.59,
Sao Tome and Principe, Agriculture, value added (% GDP), %, X,13.99
Sao Tome and Principe, Agriculture, value added to GDP, current US$, X,66665647
Sao Tome and Principe, Arable land area,1000 ha, X,4,
Sao Tome and Principe, Cultivated area (arable land + permanent crops),1000 ha, X,43,
Sao Tome and Principe,GDP Deflator (2015), , X,127.59,
Sao Tome and Principe, GDP per capita, current US$/inhab, X,2174.05,
Sao Tome and Principe, Gross Domestic Product (GDP), current US$, X,476462168,
Sao Tome and Principe,Human Development Index (HDI) [highest = 1], , I,0.61,
Sao Tome and Principe, Industrial water withdrawal,10^9 m3/year, I, ,
Sao Tome and Principe, Industrial water withdrawal as % of total water withdrawal, %, I,1.47,
Sao Tome and Principe, Industry, value added to GDP, current US$, X,53684653
Sao Tome and Principe, Irrigation water withdrawal,10^9 m3/year, I,0.02,
Sao Tome and Principe,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,1.88,
Sao Tome and Principe, Municipal water withdrawal,10^9 m3/year, I,0.01,
Sao Tome and Principe, Municipal water withdrawal as % of total withdrawal, %, I,35.94,
Sao Tome and Principe, Permanent crops area,1000 ha, X,39,
Sao Tome and Principe, Population density,inhab/km2, E,228.29,
Sao Tome and Principe,Prevalence of undernourishment (3-year average), %, X,13,
Sao Tome and Principe, Rural population,1000 inhab, X,55.91,
Sao Tome and Principe,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,70.13,
Sao Tome and Principe,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.39,
Sao Tome and Principe,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,18.49,
Sao Tome and Principe,SDG 6.4.1. Water Use Efficiency,US$/m3, I,7.92,
Sao Tome and Principe,SDG 6.4.2. Water Stress, %, I,1.88,
Sao Tome and Principe, Services, value added to GDP, current US$, X,346876018
Sao Tome and Principe, Total area of the country (excl. coastal water),1000 ha, E,96,
Sao Tome and Principe, Total freshwater withdrawal,10^9 m3/year, I,0.04,
Sao Tome and Principe, Total population,1000 inhab, X,219.16,
Sao Tome and Principe, Total water withdrawal,10^9 m3/year, I,0.04,
Sao Tome and Principe, Total water withdrawal per capita,m3/inhab/year, E,186.62,
Sao Tome and Principe, Urban population,1000 inhab, X,162.1,
Sao Tome and Principe, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I, ,
Senegal, % of agricultural GVA produced by irrigated agriculture, %, I,5.97,
Senegal, % of total country area cultivated, %, E,16.66,
Senegal, Agricultural water withdrawal,10^9 m3/year, I,2.76,
Senegal, Agricultural water withdrawal as % of total renewable water resources, %, I,7.08,
Senegal, Agricultural water withdrawal as % of total water withdrawal, %, E,91.31,
Senegal, Agriculture, value added (% GDP), %, X,14.99
Senegal, Agriculture, value added to GDP, current US$, X,3658295855
Senegal, Arable land area,1000 ha, X,3200,
Senegal, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,16,
Senegal, Capacity of the municipal wastewater treatment facilities,10^9 m3/year, I, ,
Senegal, Collected municipal wastewater,10^9 m3/year, I,0.05,
Senegal, Cultivated area (arable land + permanent crops),1000 ha, X,3278,
Senegal, Desalinated water produced,10^9 m3/year, I, ,
Senegal, Direct use of treated municipal wastewater for irrigation purposes,10^9 m3/year, I, ,
Senegal, Environmental Flow Requirements,10^9 m3/year, I,20.16,
Senegal, Fresh groundwater withdrawal,10^9 m3/year, I,0.21,
Senegal, Fresh surface water withdrawal,10^9 m3/year, I,2.85,
Senegal,GDP Deflator (2015), , X,107.62,
Senegal, GDP per capita, current US$/inhab, X,1457.99,
Senegal,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.53,
Senegal, Gross Domestic Product (GDP), current US$, X,24412490299,
Senegal,Human Development Index (HDI) [highest = 1], , I,0.51,
Senegal, Industrial water withdrawal,10^9 m3/year, I, ,
Senegal, Industrial water withdrawal as % of total water withdrawal, %, I,0.05,
Senegal, Industry, value added to GDP, current US$, X,5206182332
Senegal, Irrigation water requirement,10^9 m3/year, I,0.95,
Senegal, Irrigation water withdrawal,10^9 m3/year, I,2.71,
Senegal,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,7.86,
Senegal, Municipal water withdrawal,10^9 m3/year, I,0.26,
Senegal, Municipal water withdrawal as % of total withdrawal, %, E,8.64,
Senegal, Not treated municipal wastewater,10^9 m3/year, I,0.06,
Senegal, Number of municipal wastewater treatment facilities, , I,9,
Senegal,Number of people undernourished (3-year average),1000 inhab, X,1200,
Senegal, Permanent crops area,1000 ha, X,78,
Senegal, Population density,inhab/km2, E,85.12,
Senegal,Prevalence of undernourishment (3-year average), %, X,7.4,
Senegal, Produced municipal wastewater,10^9 m3/year, I,0.16,
Senegal, Rural population,1000 inhab, X,8923.03,
Senegal,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,3417,
Senegal,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.07,
Senegal,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,46.92,
Senegal,SDG 6.4.1. Water Use Efficiency,US$/m3, E,5.72,
Senegal,SDG 6.4.2. Water Stress, %, E,16.28,
Senegal, Services, value added to GDP, current US$, X,13179594639
Senegal, Total area of the country (excl. coastal water),1000 ha, E,19671,
Senegal, Total freshwater withdrawal,10^9 m3/year, E,3.06,
Senegal, Total population,1000 inhab, X,16743.93,
Senegal, Total water withdrawal,10^9 m3/year, E,3.02,
Senegal, Total water withdrawal per capita,m3/inhab/year, E,180.43,
Senegal, Treated municipal wastewater,10^9 m3/year, I,0.01,
Senegal, Urban population,1000 inhab, X,8277.12,
Senegal, Water withdrawal for aquaculture,10^9 m3/year, I, ,
Senegal, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.05,
Sierra Leone, % of agricultural GVA produced by irrigated agriculture, %, E,5.81,
Sierra Leone, % of total country area cultivated, %, E,24.19,
Sierra Leone, Agricultural water withdrawal,10^9 m3/year, I,0.05,
Sierra Leone, Agricultural water withdrawal as % of total renewable water resources, %, I,0.03,
Sierra Leone, Agricultural water withdrawal as % of total water withdrawal, %, I,21.54,
Sierra Leone, Agriculture, value added (% GDP), %, X,55.83
Sierra Leone, Agriculture, value added to GDP, current US$, X,2114030501
Sierra Leone, Arable land area,1000 ha, X,1584,
Sierra Leone, Cultivated area (arable land + permanent crops),1000 ha, X,1749,
Sierra Leone, Environmental Flow Requirements,10^9 m3/year, I,117.2,
Sierra Leone,GDP Deflator (2015), , X,75.62,
Sierra Leone, GDP per capita, current US$/inhab, X,474.69,
Sierra Leone,Gender Inequality Index (GII) [equality = 0; inequality = 1), , I,0.65,
Sierra Leone, Gross Domestic Product (GDP), current US$, X,3786610511,
Sierra Leone,Human Development Index (HDI) [highest = 1], , I,0.44,
Sierra Leone, Industrial water withdrawal,10^9 m3/year, I,0.06,
Sierra Leone, Industrial water withdrawal as % of total water withdrawal, %, I,26.15,
Sierra Leone, Industry, value added to GDP, current US$, X,147219510
Sierra Leone, Irrigation water requirement,10^9 m3/year, I,0.01,
Sierra Leone, Irrigation water withdrawal,10^9 m3/year, I,0.05,
Sierra Leone,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,0.13,
Sierra Leone, Municipal water withdrawal,10^9 m3/year, I,0.11,
Sierra Leone, Municipal water withdrawal as % of total withdrawal, %, I,52.31,
Sierra Leone,Number of people undernourished (3-year average),1000 inhab, X,2200,
Sierra Leone, Permanent crops area,1000 ha, X,165,
Sierra Leone, Population density,inhab/km2, E,110.33,
Sierra Leone,Prevalence of undernourishment (3-year average), %, X,27.9,
Sierra Leone, Rural population,1000 inhab, X,4592.96,
Sierra Leone,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,3.51,
Sierra Leone,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,3.55,
Sierra Leone,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,12.86,
Sierra Leone,SDG 6.4.1. Water Use Efficiency,US$/m3, I,8.41,
Sierra Leone,SDG 6.4.2. Water Stress, %, E,0.5,
Sierra Leone, Services, value added to GDP, current US$, X,1079742225
Sierra Leone, Total area of the country (excl. coastal water),1000 ha, E,7230,
Sierra Leone, Total freshwater withdrawal,10^9 m3/year, I,0.21,
Sierra Leone, Total population,1000 inhab, X,7976.98,
Sierra Leone, Total water withdrawal,10^9 m3/year, I,0.21,
Sierra Leone, Total water withdrawal per capita,m3/inhab/year, E,26.6,
Sierra Leone, Urban population,1000 inhab, X,3453.97,
Solomon Islands, % of agricultural GVA produced by irrigated agriculture, %, E,0.05,
Solomon Islands, % of total country area cultivated, %, E,3.77,
Solomon Islands, Agriculture, value added (% GDP), %, X,32.68
Solomon Islands, Agriculture, value added to GDP, current US$, X,505126003
Solomon Islands, Arable land area,1000 ha, X,20,
Solomon Islands, Cultivated area (arable land + permanent crops),1000 ha, X,109,
Solomon Islands,GDP Deflator (2015), , X,105.4,
Solomon Islands, GDP per capita, current US$/inhab, X,2250.56,
Solomon Islands, Gross Domestic Product (GDP), current US$, X,1545876236,
Solomon Islands,Human Development Index (HDI) [highest = 1], , I,0.56,
Solomon Islands, Industry, value added to GDP, current US$, X,219439295
Solomon Islands,Number of people undernourished (3-year average),1000 inhab, X,100,
Solomon Islands, Permanent crops area,1000 ha, X,89,
Solomon Islands, Population density,inhab/km2, E,23.77,
Solomon Islands,Prevalence of undernourishment (3-year average), %, X,17.8,
Solomon Islands, Rural population,1000 inhab, X,487.61,
Solomon Islands, Services, value added to GDP, current US$, X,779973563
Solomon Islands, Total area of the country (excl. coastal water),1000 ha, E,2890,
Solomon Islands, Total population,1000 inhab, X,686.88,
Solomon Islands, Urban population,1000 inhab, X,159.69,
Somalia, % of agricultural GVA produced by irrigated agriculture, %, E,11.56,
Somalia, % of total country area cultivated, %, E,1.76,
Somalia, Agricultural water withdrawal,10^9 m3/year, I,3.28,
Somalia, Agricultural water withdrawal as % of total renewable water resources, %, I,22.32,
Somalia, Agricultural water withdrawal as % of total water withdrawal, %, I,99.48,
Somalia, Agriculture, value added (% GDP), %, X,52.88
Somalia, Agriculture, value added to GDP, current US$, X,990527604
Somalia, Arable land area,1000 ha, X,1100,
Somalia, Cultivated area (arable land + permanent crops),1000 ha, X,1125,
Somalia, Desalinated water produced,10^9 m3/year, I, ,
Somalia, Environmental Flow Requirements,10^9 m3/year, I,1.25,
Somalia, Fresh groundwater withdrawal,10^9 m3/year, I,0.13,
Somalia, Fresh surface water withdrawal,10^9 m3/year, I,3.17,
Somalia,GDP Deflator (2015), , X,118.47,
Somalia, GDP per capita, current US$/inhab, X,117.86,
Somalia, Gross Domestic Product (GDP), current US$, X,1873157200,
Somalia, Industrial water withdrawal,10^9 m3/year, I, ,
Somalia, Industrial water withdrawal as % of total water withdrawal, %, I,0.06,
Somalia, Industry, value added to GDP, current US$, X,118595758
Somalia, Irrigation water requirement,10^9 m3/year, I,0.26,
Somalia,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,22.44,
Somalia, Municipal water withdrawal,10^9 m3/year, I,0.01,
Somalia, Municipal water withdrawal as % of total withdrawal, %, I,0.45,
Somalia,Number of people undernourished (3-year average),1000 inhab, X,9200,
Somalia, Permanent crops area,1000 ha, X,25,
Somalia, Population density,inhab/km2, E,24.92,
Somalia,Prevalence of undernourishment (3-year average), %, X,59.5,
Somalia, Rural population,1000 inhab, X,8674.14,
Somalia,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,50.05,
Somalia,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.03,
Somalia,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,30.21,
Somalia,SDG 6.4.1. Water Use Efficiency,US$/m3, I,0.2,
Somalia,SDG 6.4.2. Water Stress, %, E,24.53,
Somalia, Services, value added to GDP, current US$, X,536766781
Somalia, Total area of the country (excl. coastal water),1000 ha, E,63766,
Somalia, Total freshwater withdrawal,10^9 m3/year, I,3.3,
Somalia, Total population,1000 inhab, X,15893.22,
Somalia, Total water withdrawal,10^9 m3/year, I,3.3,
Somalia, Total water withdrawal per capita,m3/inhab/year, E,207.51,
Somalia, Treated municipal wastewater,10^9 m3/year, I, ,
Somalia, Urban population,1000 inhab, X,7431.04,
South Sudan, % of agricultural GVA produced by irrigated agriculture, %, E,1.86,
South Sudan, % of total country area cultivated, %, E,3.91,
South Sudan, Agricultural water withdrawal,10^9 m3/year, I,0.24,
South Sudan, Agricultural water withdrawal as % of total renewable water resources, %, E,0.48,
South Sudan, Agricultural water withdrawal as % of total water withdrawal, %, I,36.47,
South Sudan, Agriculture, value added (% GDP), %, X,5.74
South Sudan, Agriculture, value added to GDP, current US$, X,913243163
South Sudan, Arable land area,1000 ha, X,2394.7,
South Sudan, Cultivated area (arable land + permanent crops),1000 ha, X,2477.7,
South Sudan, Environmental Flow Requirements,10^9 m3/year, I,33.93,
South Sudan,GDP Deflator (2015), , X,262.21,
South Sudan, GDP per capita, current US$/inhab, X,1420.71,
South Sudan, Gross Domestic Product (GDP), current US$, X,15903041902,
South Sudan,Human Development Index (HDI) [highest = 1], , I,0.41,
South Sudan, Industrial water withdrawal,10^9 m3/year, I,0.23,
South Sudan, Industrial water withdrawal as % of total water withdrawal, %, I,34.19,
South Sudan, Industry, value added to GDP, current US$, X,5760804494
South Sudan,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,1.33,
South Sudan, Municipal water withdrawal,10^9 m3/year, I,0.19,
South Sudan, Municipal water withdrawal as % of total withdrawal, %, I,29.33,
South Sudan, Permanent crops area,1000 ha, X,83,
South Sudan, Population density,inhab/km2, E,17.66,
South Sudan, Rural population,1000 inhab, X,10860.95,
South Sudan,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,9.76,
South Sudan,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.03,
South Sudan,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,17.81,
South Sudan,SDG 6.4.1. Water Use Efficiency,US$/m3, I,8.57,
