Country, Variable, Unit, Symbol,"""2020"""
South Sudan,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,17.81
South Sudan,SDG 6.4.1. Water Use Efficiency,US$/m3, I,8.57
South Sudan,SDG 6.4.2. Water Stress, %, E,4.23
South Sudan, Seasonal variability (WRI), , I,2.5
South Sudan, Surface water produced internally,10^9 m3/year, I,26
South Sudan, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
South Sudan, Surface water: accounted inflow,10^9 m3/year, I,50
South Sudan, Surface water: entering the country (total),10^9 m3/year, I,50
South Sudan, Surface water: inflow not submitted to treaties,10^9 m3/year, I,50
South Sudan, Surface water: inflow secured through treaties,10^9 m3/year, I, 
South Sudan, Surface water: inflow submitted to treaties,10^9 m3/year, I,50
South Sudan, Surface water: leaving the country to other countries (total),10^9 m3/year, I,34
South Sudan, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I, 
South Sudan, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I,26.5
South Sudan, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I,26.5
South Sudan, Surface water: total external renewable,10^9 m3/year, I,23.5
South Sudan, Surface water: total flow of border rivers,10^9 m3/year, I, 
South Sudan, Total freshwater withdrawal,10^9 m3/year, I,0.66
South Sudan, Total internal renewable water resources (IRWR),10^9 m3/year, I,26
South Sudan, Total internal renewable water resources per capita,m3/inhab/year, E,2322.73
South Sudan, Total renewable groundwater,10^9 m3/year, I,4
South Sudan, Total renewable surface water,10^9 m3/year, I,49.5
South Sudan, Total renewable water resources,10^9 m3/year, I,49.5
South Sudan, Total renewable water resources per capita,m3/inhab/year, E,4422.12
South Sudan, Total water withdrawal,10^9 m3/year, I,0.66
South Sudan, Total water withdrawal per capita,m3/inhab/year, E,58.78
South Sudan, Water resources: total external renewable,10^9 m3/year, I,23.5
Sudan, Agricultural water withdrawal,10^9 m3/year, I,25.91
Sudan, Agricultural water withdrawal as % of total renewable water resources, %, E,68.54
Sudan, Agricultural water withdrawal as % of total water withdrawal, %, I,96.19
Sudan, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,2.8
Sudan, Dam capacity per capita,m3/inhab, E,484.16
Sudan, Dependency ratio, %, I,96.13
Sudan, Environmental Flow Requirements,10^9 m3/year, I,15.1
Sudan, Groundwater produced internally,10^9 m3/year, I,3
Sudan, Groundwater: accounted inflow,10^9 m3/year, I, 
Sudan, Groundwater: accounted outflow to other countries,10^9 m3/year, I,1
Sudan, Groundwater: entering the country (total),10^9 m3/year, I, 
Sudan, Groundwater: leaving the country to other countries (total),10^9 m3/year, I,1
Sudan, Industrial water withdrawal,10^9 m3/year, I,0.07
Sudan, Industrial water withdrawal as % of total water withdrawal, %, I,0.28
Sudan, Interannual variability (WRI), , I,1.4
Sudan, Long-term average annual precipitation in depth, mm/year, I,250
Sudan, Long-term average annual precipitation in volume,10^9 m3/year, I,469.5
Sudan,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,71.26
Sudan, Municipal water withdrawal,10^9 m3/year, I,0.95
Sudan, Municipal water withdrawal as % of total withdrawal, %, I,3.53
Sudan, Overlap between surface water and groundwater,10^9 m3/year, I,1
Sudan, Overlap: between surface water and groundwater,10^9 m3/year, I,1
Sudan, Produced municipal wastewater,10^9 m3/year, I,0.48
Sudan,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,255.44
Sudan,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.18
Sudan,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,56.57
Sudan,SDG 6.4.1. Water Use Efficiency,US$/m3, I,2.88
Sudan,SDG 6.4.2. Water Stress, %, E,118.66
Sudan, Seasonal variability (WRI), , I,3.5
Sudan, Surface water produced internally,10^9 m3/year, I,2
Sudan, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Sudan, Surface water: accounted inflow,10^9 m3/year, I,99.3
Sudan, Surface water: entering the country (total),10^9 m3/year, I,99.3
Sudan, Surface water: inflow not submitted to treaties,10^9 m3/year, I,72.8
Sudan, Surface water: inflow secured through treaties,10^9 m3/year, I,26.5
Sudan, Surface water: inflow submitted to treaties,10^9 m3/year, I,26.5
Sudan, Surface water: leaving the country to other countries (total),10^9 m3/year, I,84
Sudan, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I, 
Sudan, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I,65.5
Sudan, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I,84
Sudan, Surface water: total external renewable,10^9 m3/year, I,33.8
Sudan, Surface water: total flow of border rivers,10^9 m3/year, I, 
Sudan, Total dam capacity,km3, E,21.23
Sudan, Total freshwater withdrawal,10^9 m3/year, I,26.93
Sudan, Total internal renewable water resources (IRWR),10^9 m3/year, I,4
Sudan, Total internal renewable water resources per capita,m3/inhab/year, E,91.22
Sudan, Total renewable groundwater,10^9 m3/year, I,3
Sudan, Total renewable surface water,10^9 m3/year, I,35.8
Sudan, Total renewable water resources,10^9 m3/year, I,37.8
Sudan, Total renewable water resources per capita,m3/inhab/year, E,862.04
Sudan, Total water withdrawal,10^9 m3/year, I,26.93
Sudan, Total water withdrawal per capita,m3/inhab/year, E,614.26
Sudan, Water resources: total external renewable,10^9 m3/year, I,33.8
Syrian Arab Republic, Agricultural water withdrawal,10^9 m3/year, I,14.67
Syrian Arab Republic, Agricultural water withdrawal as % of total renewable water resources, %, I,87.31
Syrian Arab Republic, Agricultural water withdrawal as % of total water withdrawal, %, E,87.53
Syrian Arab Republic, Area equipped for irrigation by direct use of not treated municipal wastewater,1000 ha, I,40
Syrian Arab Republic, Area equipped for irrigation by direct use of treated municipal wastewater,1000 ha, I,9
Syrian Arab Republic, Dam capacity per capita,m3/inhab, E,1122.81
Syrian Arab Republic, Dependency ratio, %, I,72.36
Syrian Arab Republic, Direct use of agricultural drainage water,10^9 m3/year, I,2.25
Syrian Arab Republic, Direct use of not treated municipal wastewater for irrigation purposes,10^9 m3/year, I,0.42
Syrian Arab Republic, Direct use of treated municipal wastewater,10^9 m3/year, I,0.55
Syrian Arab Republic, Direct use of treated municipal wastewater for irrigation purposes,10^9 m3/year, I,0.36
Syrian Arab Republic, Environmental Flow Requirements,10^9 m3/year, I,5.57
Syrian Arab Republic, Exploitable: irregular renewable surface water,10^9 m3/year, I,12.8
Syrian Arab Republic, Exploitable: regular renewable groundwater,10^9 m3/year, I,3.8
Syrian Arab Republic, Exploitable: regular renewable surface water,10^9 m3/year, I,4
Syrian Arab Republic, Exploitable: total renewable surface water,10^9 m3/year, I,16.8
Syrian Arab Republic, Groundwater produced internally,10^9 m3/year, I,4.84
Syrian Arab Republic, Groundwater: accounted inflow,10^9 m3/year, I,1.33
Syrian Arab Republic, Groundwater: accounted outflow to other countries,10^9 m3/year, I,0.34
Syrian Arab Republic, Groundwater: entering the country (total),10^9 m3/year, I,11.13
Syrian Arab Republic, Groundwater: leaving the country to other countries (total),10^9 m3/year, I,0.34
Syrian Arab Republic, Industrial water withdrawal,10^9 m3/year, I,0.62
Syrian Arab Republic, Industrial water withdrawal as % of total water withdrawal, %, E,3.67
Syrian Arab Republic, Interannual variability (WRI), , I,1.8
Syrian Arab Republic, Irrigation water requirement,10^9 m3/year, I,7.12
Syrian Arab Republic, Long-term average annual precipitation in depth, mm/year, I,252
Syrian Arab Republic, Long-term average annual precipitation in volume,10^9 m3/year, I,46.67
Syrian Arab Republic,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,83.11
Syrian Arab Republic, Municipal water withdrawal,10^9 m3/year, I,1.48
Syrian Arab Republic, Municipal water withdrawal as % of total withdrawal, %, E,8.8
Syrian Arab Republic, National Rainfall Index (NRI), mm/year, I,375.8
Syrian Arab Republic, Not treated municipal wastewater,10^9 m3/year, I,0.82
Syrian Arab Republic, Not treated municipal wastewater discharged (secondary water),10^9 m3/year, I,0.31
Syrian Arab Republic, Number of municipal wastewater treatment facilities, , I,7
Syrian Arab Republic, Overlap between surface water and groundwater,10^9 m3/year, I,2
Syrian Arab Republic, Overlap: between surface water and groundwater,10^9 m3/year, I,2
Syrian Arab Republic, Produced municipal wastewater,10^9 m3/year, I,1.37
Syrian Arab Republic,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,9.95
Syrian Arab Republic,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.12
Syrian Arab Republic,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,6.98
Syrian Arab Republic,SDG 6.4.1. Water Use Efficiency,US$/m3, I,1.08
Syrian Arab Republic,SDG 6.4.2. Water Stress, %, E,124.36
Syrian Arab Republic, Seasonal variability (WRI), , I,2.9
Syrian Arab Republic, Surface water produced internally,10^9 m3/year, I,4.29
Syrian Arab Republic, Surface water: accounted flow of border rivers,10^9 m3/year, I,1.25
Syrian Arab Republic, Surface water: accounted inflow,10^9 m3/year, I,17.34
Syrian Arab Republic, Surface water: entering the country (total),10^9 m3/year, I,28.52
Syrian Arab Republic, Surface water: inflow not submitted to treaties,10^9 m3/year, I, 
Syrian Arab Republic, Surface water: inflow secured through treaties,10^9 m3/year, I,16.09
Syrian Arab Republic, Surface water: inflow submitted to treaties,10^9 m3/year, I,28.52
Syrian Arab Republic, Surface water: leaving the country to other countries (total),10^9 m3/year, I,31.73
Syrian Arab Republic, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,1.73
Syrian Arab Republic, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I,9
Syrian Arab Republic, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I,30
Syrian Arab Republic, Surface water: total external renewable,10^9 m3/year, I,8.34
Syrian Arab Republic, Surface water: total flow of border rivers,10^9 m3/year, I,18
Syrian Arab Republic, Total dam capacity,km3, E,19.65
Syrian Arab Republic, Total exploitable water resources,10^9 m3/year, I,20.6
Syrian Arab Republic, Total freshwater withdrawal,10^9 m3/year, E,13.96
Syrian Arab Republic, Total internal renewable water resources (IRWR),10^9 m3/year, I,7.13
Syrian Arab Republic, Total internal renewable water resources per capita,m3/inhab/year, E,407.53
Syrian Arab Republic, Total renewable groundwater,10^9 m3/year, I,6.17
Syrian Arab Republic, Total renewable surface water,10^9 m3/year, I,12.63
Syrian Arab Republic, Total renewable water resources,10^9 m3/year, I,16.8
Syrian Arab Republic, Total renewable water resources per capita,m3/inhab/year, E,960.08
Syrian Arab Republic, Total water withdrawal,10^9 m3/year, E,16.76
Syrian Arab Republic, Total water withdrawal per capita,m3/inhab/year, E,957.7
Syrian Arab Republic, Treated municipal wastewater,10^9 m3/year, I,0.55
Syrian Arab Republic, Treated municipal wastewater discharged (secondary water),10^9 m3/year, I, 
Syrian Arab Republic, Water resources: total external renewable,10^9 m3/year, I,9.67
Tajikistan, Agricultural water withdrawal,10^9 m3/year, I,7.38
Tajikistan, Agricultural water withdrawal as % of total renewable water resources, %, I,33.67
Tajikistan, Agricultural water withdrawal as % of total water withdrawal, %, E,74.53
Tajikistan, Area equipped for irrigation by direct use of treated municipal wastewater,1000 ha, I,25.2
Tajikistan, Capacity of the municipal wastewater treatment facilities,10^9 m3/year, I,0.09
Tajikistan, Collected municipal wastewater,10^9 m3/year, I, 
Tajikistan, Dam capacity per capita,m3/inhab, E,3093.53
Tajikistan, Dependency ratio, %, I,17.34
Tajikistan, Desalinated water produced,10^9 m3/year, I, 
Tajikistan, Direct use of agricultural drainage water,10^9 m3/year, I,0.3
Tajikistan, Direct use of treated municipal wastewater,10^9 m3/year, I, 
Tajikistan, Environmental Flow Requirements,10^9 m3/year, I,6.75
Tajikistan, Fresh groundwater withdrawal,10^9 m3/year, I,0.54
Tajikistan, Fresh surface water withdrawal,10^9 m3/year, I,10.06
Tajikistan, Groundwater produced internally,10^9 m3/year, I,6
Tajikistan, Groundwater: accounted inflow,10^9 m3/year, I, 
Tajikistan, Groundwater: entering the country (total),10^9 m3/year, I, 
Tajikistan, Industrial water withdrawal,10^9 m3/year, I,1.61
Tajikistan, Industrial water withdrawal as % of total water withdrawal, %, E,16.26
Tajikistan, Interannual variability (WRI), , I,2.1
Tajikistan, Irrigation water requirement,10^9 m3/year, I,4.28
Tajikistan, Irrigation water withdrawal,10^9 m3/year, I,7.38
Tajikistan, Long-term average annual precipitation in depth, mm/year, I,691
Tajikistan, Long-term average annual precipitation in volume,10^9 m3/year, I,97.69
Tajikistan,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,48.39
Tajikistan, Municipal water withdrawal,10^9 m3/year, I,0.91
Tajikistan, Municipal water withdrawal as % of total withdrawal, %, E,9.21
Tajikistan, National Rainfall Index (NRI), mm/year, I,338.6
Tajikistan, Not treated municipal wastewater,10^9 m3/year, I,4.55
Tajikistan, Overlap between surface water and groundwater,10^9 m3/year, I,3
Tajikistan, Overlap: between surface water and groundwater,10^9 m3/year, I,3
Tajikistan, Produced municipal wastewater,10^9 m3/year, I,0.34
Tajikistan,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,1.44
Tajikistan,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.29
Tajikistan,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,6.16
Tajikistan,SDG 6.4.1. Water Use Efficiency,US$/m3, I,1.02
Tajikistan,SDG 6.4.2. Water Stress, %, E,69.94
Tajikistan, Seasonal variability (WRI), , I,3.6
Tajikistan, Surface water produced internally,10^9 m3/year, I,60.46
Tajikistan, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Tajikistan, Surface water: accounted inflow,10^9 m3/year, I,13.31
Tajikistan, Surface water: entering the country (total),10^9 m3/year, I,34.19
Tajikistan, Surface water: inflow not submitted to treaties,10^9 m3/year, I, 
Tajikistan, Surface water: inflow secured through treaties,10^9 m3/year, I,13.31
Tajikistan, Surface water: inflow submitted to treaties,10^9 m3/year, I,34.19
Tajikistan, Surface water: leaving the country to other countries (total),10^9 m3/year, I,94.65
Tajikistan, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I,54.86
Tajikistan, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I,94.65
Tajikistan, Surface water: total external renewable,10^9 m3/year, I,-41.55
Tajikistan, Total dam capacity,km3, E,29.5
Tajikistan, Total freshwater withdrawal,10^9 m3/year, I,10.6
Tajikistan, Total internal renewable water resources (IRWR),10^9 m3/year, I,63.46
Tajikistan, Total internal renewable water resources per capita,m3/inhab/year, E,6653.63
Tajikistan, Total renewable groundwater,10^9 m3/year, I,6
Tajikistan, Total renewable surface water,10^9 m3/year, I,18.91
Tajikistan, Total renewable water resources,10^9 m3/year, I,21.91
Tajikistan, Total renewable water resources per capita,m3/inhab/year, E,2297.21
Tajikistan, Total water withdrawal,10^9 m3/year, E,9.9
Tajikistan, Total water withdrawal per capita,m3/inhab/year, E,1037.99
Tajikistan, Treated municipal wastewater,10^9 m3/year, I,0.21
Tajikistan, Treated municipal wastewater discharged (secondary water),10^9 m3/year, I,0.15
Tajikistan, Water resources: total external renewable,10^9 m3/year, I,-41.55
Tajikistan, Water withdrawal for aquaculture,10^9 m3/year, I,7.95
Tajikistan, Water withdrawal for cooling of thermoelectric plants,10^9 m3/year, I, 
Togo, Agricultural water withdrawal,10^9 m3/year, I,0.08
Togo, Agricultural water withdrawal as % of total renewable water resources, %, I,0.52
Togo, Agricultural water withdrawal as % of total water withdrawal, %, E,34.08
Togo, Dam capacity per capita,m3/inhab, E,207.46
Togo, Dependency ratio, %, I,21.77
Togo, Environmental Flow Requirements,10^9 m3/year, I,8.13
Togo, Groundwater produced internally,10^9 m3/year, I,5.7
Togo, Groundwater: accounted inflow,10^9 m3/year, I, 
Togo, Groundwater: entering the country (total),10^9 m3/year, I, 
Togo, Industrial water withdrawal,10^9 m3/year, I,0.01
Togo, Industrial water withdrawal as % of total water withdrawal, %, E,2.83
Togo, Interannual variability (WRI), , I,1.3
Togo, Irrigation water requirement,10^9 m3/year, I,0.01
Togo, Irrigation water withdrawal,10^9 m3/year, I,0.05
Togo, Long-term average annual precipitation in depth, mm/year, I,1168
Togo, Long-term average annual precipitation in volume,10^9 m3/year, I,66.33
Togo,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,1.52
Togo, Municipal water withdrawal,10^9 m3/year, I,0.14
Togo, Municipal water withdrawal as % of total withdrawal, %, E,63.09
Togo, National Rainfall Index (NRI), mm/year, I,1071
Togo, Overlap between surface water and groundwater,10^9 m3/year, I,5
Togo, Overlap: between surface water and groundwater,10^9 m3/year, I,5
Togo,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,180.93
Togo,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.02
Togo,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,25.77
Togo,SDG 6.4.1. Water Use Efficiency,US$/m3, I,21.38
Togo,SDG 6.4.2. Water Stress, %, E,3.39
Togo, Seasonal variability (WRI), , I,3
Togo, Surface water produced internally,10^9 m3/year, I,10.8
Togo, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Togo, Surface water: accounted inflow,10^9 m3/year, I,3.2
Togo, Surface water: entering the country (total),10^9 m3/year, I,3.2
Togo, Surface water: inflow not submitted to treaties,10^9 m3/year, I,3.2
Togo, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Togo, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Togo, Surface water: leaving the country to other countries (total),10^9 m3/year, I,9.59
Togo, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,9.59
Togo, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Togo, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Togo, Surface water: total external renewable,10^9 m3/year, I,3.2
Togo, Surface water: total flow of border rivers,10^9 m3/year, I, 
Togo, Total dam capacity,km3, E,1.72
Togo, Total freshwater withdrawal,10^9 m3/year, E,0.22
Togo, Total internal renewable water resources (IRWR),10^9 m3/year, I,11.5
Togo, Total internal renewable water resources per capita,m3/inhab/year, E,1389.1
Togo, Total renewable groundwater,10^9 m3/year, I,5.7
Togo, Total renewable surface water,10^9 m3/year, I,14
Togo, Total renewable water resources,10^9 m3/year, I,14.7
Togo, Total renewable water resources per capita,m3/inhab/year, E,1775.64
Togo, Total water withdrawal,10^9 m3/year, E,0.22
Togo, Total water withdrawal per capita,m3/inhab/year, E,26.94
Togo, Water resources: total external renewable,10^9 m3/year, I,3.2
Togo, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.03
Uganda, Agricultural water withdrawal,10^9 m3/year, I,0.26
Uganda, Agricultural water withdrawal as % of total renewable water resources, %, I,0.43
Uganda, Agricultural water withdrawal as % of total water withdrawal, %, I,40.66
Uganda, Dam capacity per capita,m3/inhab, E,1748.99
Uganda, Dependency ratio, %, I,35.11
Uganda, Environmental Flow Requirements,10^9 m3/year, I,49.17
Uganda, Groundwater produced internally,10^9 m3/year, I,29
Uganda, Groundwater: accounted inflow,10^9 m3/year, I, 
Uganda, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
Uganda, Groundwater: entering the country (total),10^9 m3/year, I, 
Uganda, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
Uganda, Industrial water withdrawal,10^9 m3/year, I,0.05
Uganda, Industrial water withdrawal as % of total water withdrawal, %, I,7.85
Uganda, Interannual variability (WRI), , I,1.7
Uganda, Irrigation water requirement,10^9 m3/year, I,0.06
Uganda, Long-term average annual precipitation in depth, mm/year, I,1180
Uganda, Long-term average annual precipitation in volume,10^9 m3/year, I,285.03
Uganda,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,1.06
Uganda, Municipal water withdrawal,10^9 m3/year, I,0.33
Uganda, Municipal water withdrawal as % of total withdrawal, %, I,51.49
Uganda, National Rainfall Index (NRI), mm/year, I,1350
Uganda, Overlap between surface water and groundwater,10^9 m3/year, I,29
Uganda, Overlap: between surface water and groundwater,10^9 m3/year, I,29
Uganda, Produced municipal wastewater,10^9 m3/year, I,0.04
Uganda,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,168.24
Uganda,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.04
Uganda,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,49.55
Uganda,SDG 6.4.1. Water Use Efficiency,US$/m3, I,38.74
Uganda,SDG 6.4.2. Water Stress, %, E,5.83
Uganda, Seasonal variability (WRI), , I,1.6
Uganda, Surface water produced internally,10^9 m3/year, I,39
Uganda, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
Uganda, Surface water: accounted inflow,10^9 m3/year, I,21.1
Uganda, Surface water: entering the country (total),10^9 m3/year, I,21.1
Uganda, Surface water: inflow not submitted to treaties,10^9 m3/year, I,21.1
Uganda, Surface water: inflow secured through treaties,10^9 m3/year, I, 
Uganda, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
Uganda, Surface water: leaving the country to other countries (total),10^9 m3/year, I,37
Uganda, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,37
Uganda, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
Uganda, Surface water: outflow to other countries submitted to treaties,10^9 m3/year, I, 
Uganda, Surface water: total external renewable,10^9 m3/year, I,21.1
Uganda, Surface water: total flow of border rivers,10^9 m3/year, I, 
Uganda, Total dam capacity,km3, E,80
Uganda, Total freshwater withdrawal,10^9 m3/year, I,0.64
Uganda, Total internal renewable water resources (IRWR),10^9 m3/year, I,39
Uganda, Total internal renewable water resources per capita,m3/inhab/year, E,852.63
Uganda, Total renewable groundwater,10^9 m3/year, I,29
Uganda, Total renewable surface water,10^9 m3/year, I,60.1
Uganda, Total renewable water resources,10^9 m3/year, I,60.1
Uganda, Total renewable water resources per capita,m3/inhab/year, E,1313.92
Uganda, Total water withdrawal,10^9 m3/year, I,0.64
Uganda, Total water withdrawal per capita,m3/inhab/year, E,13.93
Uganda, Water resources: total external renewable,10^9 m3/year, I,21.1
United Republic of Tanzania, Agricultural water withdrawal,10^9 m3/year, I,4.63
United Republic of Tanzania, Agricultural water withdrawal as % of total renewable water resources, %, I,4.81
United Republic of Tanzania, Agricultural water withdrawal as % of total water withdrawal, %, I,89.35
United Republic of Tanzania, Collected municipal wastewater,10^9 m3/year, I,0.03
United Republic of Tanzania, Dam capacity per capita,m3/inhab, E,1744.37
United Republic of Tanzania, Dependency ratio, %, I,12.75
United Republic of Tanzania, Environmental Flow Requirements,10^9 m3/year, I,56.28
United Republic of Tanzania, Groundwater produced internally,10^9 m3/year, I,30
United Republic of Tanzania, Groundwater: accounted inflow,10^9 m3/year, I, 
United Republic of Tanzania, Groundwater: accounted outflow to other countries,10^9 m3/year, I, 
United Republic of Tanzania, Groundwater: entering the country (total),10^9 m3/year, I, 
United Republic of Tanzania, Groundwater: leaving the country to other countries (total),10^9 m3/year, I, 
United Republic of Tanzania, Industrial water withdrawal,10^9 m3/year, I,0.03
United Republic of Tanzania, Industrial water withdrawal as % of total water withdrawal, %, I,0.48
United Republic of Tanzania, Interannual variability (WRI), , I,2.7
United Republic of Tanzania, Irrigation water requirement,10^9 m3/year, I,0.97
United Republic of Tanzania, Irrigation water withdrawal,10^9 m3/year, I,4.42
United Republic of Tanzania, Long-term average annual precipitation in depth, mm/year, I,1071
United Republic of Tanzania, Long-term average annual precipitation in volume,10^9 m3/year, I,1014.56
United Republic of Tanzania,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, I,5.38
United Republic of Tanzania, Municipal water withdrawal,10^9 m3/year, I,0.53
United Republic of Tanzania, Municipal water withdrawal as % of total withdrawal, %, I,10.17
United Republic of Tanzania, National Rainfall Index (NRI), mm/year, I,1114
United Republic of Tanzania, Overlap between surface water and groundwater,10^9 m3/year, I,26
United Republic of Tanzania, Overlap: between surface water and groundwater,10^9 m3/year, I,26
United Republic of Tanzania,SDG 6.4.1. Industrial Water Use Efficiency,US$/m3, E,775.41
United Republic of Tanzania,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,US$/m3, E,0.23
United Republic of Tanzania,SDG 6.4.1. Services Water Use Efficiency,US$/m3, E,48.06
United Republic of Tanzania,SDG 6.4.1. Water Use Efficiency,US$/m3, E,8.83
United Republic of Tanzania,SDG 6.4.2. Water Stress, %, E,12.96
United Republic of Tanzania, Seasonal variability (WRI), , I,3.2
United Republic of Tanzania, Surface water produced internally,10^9 m3/year, I,80
United Republic of Tanzania, Surface water: accounted flow of border rivers,10^9 m3/year, I, 
United Republic of Tanzania, Surface water: accounted inflow,10^9 m3/year, I,12.27
United Republic of Tanzania, Surface water: entering the country (total),10^9 m3/year, I,12.27
United Republic of Tanzania, Surface water: inflow not submitted to treaties,10^9 m3/year, I,12.27
United Republic of Tanzania, Surface water: inflow secured through treaties,10^9 m3/year, I, 
United Republic of Tanzania, Surface water: inflow submitted to treaties,10^9 m3/year, I, 
United Republic of Tanzania, Surface water: leaving the country to other countries (total),10^9 m3/year, I,15.64
United Republic of Tanzania, Surface water: outflow to other countries not submitted to treaties,10^9 m3/year, I,15.64
United Republic of Tanzania, Surface water: outflow to other countries secured through treaties,10^9 m3/year, I, 
United Republic of Tanzania, Surface water: total external renewable,10^9 m3/year, I,12.27
United Republic of Tanzania, Surface water: total flow of border rivers,10^9 m3/year, I, 
United Republic of Tanzania, Total dam capacity,km3, E,104.2
United Republic of Tanzania, Total freshwater withdrawal,10^9 m3/year, I,5.18
United Republic of Tanzania, Total internal renewable water resources (IRWR),10^9 m3/year, I,84
United Republic of Tanzania, Total internal renewable water resources per capita,m3/inhab/year, E,1406.23
United Republic of Tanzania, Total renewable groundwater,10^9 m3/year, I,30
United Republic of Tanzania, Total renewable surface water,10^9 m3/year, I,92.27
United Republic of Tanzania, Total renewable water resources,10^9 m3/year, I,96.27
United Republic of Tanzania, Total renewable water resources per capita,m3/inhab/year, E,1611.64
United Republic of Tanzania, Total water withdrawal,10^9 m3/year, I,5.18
United Republic of Tanzania, Total water withdrawal per capita,m3/inhab/year, E,86.78
United Republic of Tanzania, Water resources: total external renewable,10^9 m3/year, I,12.27
United Republic of Tanzania, Water withdrawal for livestock (watering and cleaning),10^9 m3/year, I,0.21
Uzbekistan, Agricultural water withdrawal,10^9 m3/year, I,54.36
Uzbekistan, Agricultural water withdrawal as % of total renewable water resources, %, I,111.23
Uzbekistan, Agricultural water withdrawal as % of total water withdrawal, %, I,92.29
Uzbekistan, Dam capacity per capita,m3/inhab, E,657.68
Uzbekistan, Dependency ratio, %, I,80.07
Uzbekistan, Direct use of agricultural drainage water,10^9 m3/year, I,1.73
Uzbekistan, Environmental Flow Requirements,10^9 m3/year, I,14
Uzbekistan, Fresh groundwater withdrawal,10^9 m3/year, I,0.49
Uzbekistan, Fresh surface water withdrawal,10^9 m3/year, I,58.41
Uzbekistan, Groundwater produced internally,10^9 m3/year, I,8.8
Uzbekistan, Groundwater: accounted inflow,10^9 m3/year, I, 
Uzbekistan, Groundwater: entering the country (total),10^9 m3/year, I, 
Uzbekistan, Industrial water withdrawal,10^9 m3/year, I,2.13
Uzbekistan, Industrial water withdrawal as % of total water withdrawal, %, I,3.62
Uzbekistan, Interannual variability (WRI), , I,2.2
Uzbekistan, Irrigation water requirement,10^9 m3/year, I,22.52
Uzbekistan, Irrigation water withdrawal,10^9 m3/year, I,53.7
Uzbekistan, Long-term average annual precipitation in depth, mm/year, I,206
Uzbekistan, Long-term average annual precipitation in volume,10^9 m3/year, I,92.48
Uzbekistan,MDG 7.5. Freshwater withdrawal as % of total renewable water resources, %, E,120.53
Uzbekistan, Municipal water withdrawal,10^9 m3/year, I,2.41
Uzbekistan, Municipal water withdrawal as % of total withdrawal, %, I,4.09
Uzbekistan, National Rainfall Index (NRI), mm/year, I,188.8
